"order_id","customer","city","state","order_date","product_name","category_name","store_name","sales_rep","total_units_sold","revenue"
51,"Jamaal Baker","Elmhurst","NY","2016-02-01","Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer","1","269.99"
51,"Jamaal Baker","Elmhurst","NY","2016-02-01","Electra Townie Original 7D EQ - 2016","Comfort Bicycles","Baldwin Bikes","Marcelene Boyer","2","1199.98"
51,"Jamaal Baker","Elmhurst","NY","2016-02-01","Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer","1","599.99"
51,"Jamaal Baker","Elmhurst","NY","2016-02-01","Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles","Baldwin Bikes","Venita Daniel","1","269.99"
51,"Jamaal Baker","Elmhurst","NY","2016-02-01","Electra Townie Original 7D EQ - 2016","Comfort Bicycles","Baldwin Bikes","Venita Daniel","2","1199.98"
51,"Jamaal Baker","Elmhurst","NY","2016-02-01","Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Baldwin Bikes","Venita Daniel","1","599.99"
52,"Twana Arnold","Anaheim","CA","2016-02-03","Electra Townie Original 7D - 2015/2016","Comfort Bicycles","Santa Cruz Bikes","Fabiola Jackson","1","499.99"
52,"Twana Arnold","Anaheim","CA","2016-02-03","Electra Townie Original 7D - 2015/2016","Comfort Bicycles","Santa Cruz Bikes","Genna Serrano","1","499.99"
52,"Twana Arnold","Anaheim","CA","2016-02-03","Electra Townie Original 7D - 2015/2016","Comfort Bicycles","Santa Cruz Bikes","Mireya Copeland","1","499.99"
52,"Twana Arnold","Anaheim","CA","2016-02-03","Electra Townie Original 7D - 2015/2016","Comfort Bicycles","Santa Cruz Bikes","Virgie Wiggins","1","499.99"
53,"Margit Osborn","Plainview","NY","2016-02-03","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles","Baldwin Bikes","Jannette David","2","539.98"
53,"Margit Osborn","Plainview","NY","2016-02-03","Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Baldwin Bikes","Jannette David","2","599.98"
53,"Margit Osborn","Plainview","NY","2016-02-03","Electra Townie Original 7D - 2015/2016","Comfort Bicycles","Baldwin Bikes","Jannette David","2","999.98"
53,"Margit Osborn","Plainview","NY","2016-02-03","Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes","Baldwin Bikes","Jannette David","2","3599.98"
53,"Margit Osborn","Plainview","NY","2016-02-03","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer","2","539.98"
53,"Margit Osborn","Plainview","NY","2016-02-03","Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Baldwin Bikes","Marcelene Boyer","2","599.98"
53,"Margit Osborn","Plainview","NY","2016-02-03","Electra Townie Original 7D - 2015/2016","Comfort Bicycles","Baldwin Bikes","Marcelene Boyer","2","999.98"
53,"Margit Osborn","Plainview","NY","2016-02-03","Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes","Baldwin Bikes","Marcelene Boyer","2","3599.98"
53,"Margit Osborn","Plainview","NY","2016-02-03","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles","Baldwin Bikes","Venita Daniel","2","539.98"
53,"Margit Osborn","Plainview","NY","2016-02-03","Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Baldwin Bikes","Venita Daniel","2","599.98"
53,"Margit Osborn","Plainview","NY","2016-02-03","Electra Townie Original 7D - 2015/2016","Comfort Bicycles","Baldwin Bikes","Venita Daniel","2","999.98"
53,"Margit Osborn","Plainview","NY","2016-02-03","Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes","Baldwin Bikes","Venita Daniel","2","3599.98"
54,"Inge Olsen","Long Beach","NY","2016-02-04","Electra Townie Original 7D EQ - 2016","Comfort Bicycles","Baldwin Bikes","Jannette David","2","1199.98"
54,"Inge Olsen","Long Beach","NY","2016-02-04","Surly Wednesday Frameset - 2016","Mountain Bikes","Baldwin Bikes","Jannette David","1","999.99"
54,"Inge Olsen","Long Beach","NY","2016-02-04","Electra Townie Original 7D EQ - 2016","Comfort Bicycles","Baldwin Bikes","Marcelene Boyer","2","1199.98"
54,"Inge Olsen","Long Beach","NY","2016-02-04","Surly Wednesday Frameset - 2016","Mountain Bikes","Baldwin Bikes","Marcelene Boyer","1","999.99"
54,"Inge Olsen","Long Beach","NY","2016-02-04","Electra Townie Original 7D EQ - 2016","Comfort Bicycles","Baldwin Bikes","Venita Daniel","2","1199.98"
54,"Inge Olsen","Long Beach","NY","2016-02-04","Surly Wednesday Frameset - 2016","Mountain Bikes","Baldwin Bikes","Venita Daniel","1","999.99"
55,"Chanel May","Garden City","NY","2016-02-04","Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles","Baldwin Bikes","Jannette David","1","269.99"
55,"Chanel May","Garden City","NY","2016-02-04","Electra Moto 1 - 2016","Cruisers Bicycles","Baldwin Bikes","Jannette David","2","1059.98"
55,"Chanel May","Garden City","NY","2016-02-04","Electra Townie Original 7D - 2015/2016","Comfort Bicycles","Baldwin Bikes","Jannette David","2","999.98"
55,"Chanel May","Garden City","NY","2016-02-04","Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles","Baldwin Bikes","Marcelene Boyer","1","269.99"
55,"Chanel May","Garden City","NY","2016-02-04","Electra Moto 1 - 2016","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer","2","1059.98"
55,"Chanel May","Garden City","NY","2016-02-04","Electra Townie Original 7D - 2015/2016","Comfort Bicycles","Baldwin Bikes","Marcelene Boyer","2","999.98"
55,"Chanel May","Garden City","NY","2016-02-04","Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles","Baldwin Bikes","Venita Daniel","1","269.99"
55,"Chanel May","Garden City","NY","2016-02-04","Electra Moto 1 - 2016","Cruisers Bicycles","Baldwin Bikes","Venita Daniel","2","1059.98"
55,"Chanel May","Garden City","NY","2016-02-04","Electra Townie Original 7D - 2015/2016","Comfort Bicycles","Baldwin Bikes","Venita Daniel","2","999.98"
56,"Nathaniel Davidson","Rome","NY","2016-02-04","Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Baldwin Bikes","Jannette David","2","1199.98"
56,"Nathaniel Davidson","Rome","NY","2016-02-04","Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer","2","1199.98"
56,"Nathaniel Davidson","Rome","NY","2016-02-04","Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Baldwin Bikes","Venita Daniel","2","1199.98"
57,"Dalia Carson","Rochester","NY","2016-02-04","Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles","Baldwin Bikes","Jannette David","1","269.99"
57,"Dalia Carson","Rochester","NY","2016-02-04","Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Baldwin Bikes","Jannette David","2","599.98"
57,"Dalia Carson","Rochester","NY","2016-02-04","Pure Cycles William 3-Speed - 2016","Cruisers Bicycles","Baldwin Bikes","Jannette David","2","898.00"
57,"Dalia Carson","Rochester","NY","2016-02-04","Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer","1","269.99"
57,"Dalia Carson","Rochester","NY","2016-02-04","Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Baldwin Bikes","Marcelene Boyer","2","599.98"
57,"Dalia Carson","Rochester","NY","2016-02-04","Pure Cycles William 3-Speed - 2016","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer","2","898.00"
57,"Dalia Carson","Rochester","NY","2016-02-04","Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles","Baldwin Bikes","Venita Daniel","1","269.99"
57,"Dalia Carson","Rochester","NY","2016-02-04","Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Baldwin Bikes","Venita Daniel","2","599.98"
57,"Dalia Carson","Rochester","NY","2016-02-04","Pure Cycles William 3-Speed - 2016","Cruisers Bicycles","Baldwin Bikes","Venita Daniel","2","898.00"
58,"Tiana Henderson","Franklin Square","NY","2016-02-05","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles","Baldwin Bikes","Jannette David","2","539.98"
58,"Tiana Henderson","Franklin Square","NY","2016-02-05","Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Baldwin Bikes","Jannette David","1","299.99"
58,"Tiana Henderson","Franklin Square","NY","2016-02-05","Pure Cycles Western 3-Speed - Women's - 2015/2016","Cruisers Bicycles","Baldwin Bikes","Jannette David","1","449.00"
58,"Tiana Henderson","Franklin Square","NY","2016-02-05","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer","2","539.98"
58,"Tiana Henderson","Franklin Square","NY","2016-02-05","Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Baldwin Bikes","Marcelene Boyer","1","299.99"
58,"Tiana Henderson","Franklin Square","NY","2016-02-05","Pure Cycles Western 3-Speed - Women's - 2015/2016","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer","1","449.00"
58,"Tiana Henderson","Franklin Square","NY","2016-02-05","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles","Baldwin Bikes","Venita Daniel","2","539.98"
58,"Tiana Henderson","Franklin Square","NY","2016-02-05","Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Baldwin Bikes","Venita Daniel","1","299.99"
58,"Tiana Henderson","Franklin Square","NY","2016-02-05","Pure Cycles Western 3-Speed - Women's - 2015/2016","Cruisers Bicycles","Baldwin Bikes","Venita Daniel","1","449.00"
59,"Rodney Odom","Richmond Hill","NY","2016-02-05","Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles","Baldwin Bikes","Jannette David","1","269.99"
59,"Rodney Odom","Richmond Hill","NY","2016-02-05","Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Baldwin Bikes","Jannette David","2","858.00"
59,"Rodney Odom","Richmond Hill","NY","2016-02-05","Ritchey Timberwolf Frameset - 2016","Mountain Bikes","Baldwin Bikes","Jannette David","1","749.99"
59,"Rodney Odom","Richmond Hill","NY","2016-02-05","Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles","Baldwin Bikes","Marcelene Boyer","1","269.99"
59,"Rodney Odom","Richmond Hill","NY","2016-02-05","Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer","2","858.00"
59,"Rodney Odom","Richmond Hill","NY","2016-02-05","Ritchey Timberwolf Frameset - 2016","Mountain Bikes","Baldwin Bikes","Marcelene Boyer","1","749.99"
59,"Rodney Odom","Richmond Hill","NY","2016-02-05","Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles","Baldwin Bikes","Venita Daniel","1","269.99"
59,"Rodney Odom","Richmond Hill","NY","2016-02-05","Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Baldwin Bikes","Venita Daniel","2","858.00"
59,"Rodney Odom","Richmond Hill","NY","2016-02-05","Ritchey Timberwolf Frameset - 2016","Mountain Bikes","Baldwin Bikes","Venita Daniel","1","749.99"
60,"Joesph Delacruz","Atwater","CA","2016-02-06","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Santa Cruz Bikes","Fabiola Jackson","1","269.99"
60,"Joesph Delacruz","Atwater","CA","2016-02-06","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles","Santa Cruz Bikes","Fabiola Jackson","2","539.98"
60,"Joesph Delacruz","Atwater","CA","2016-02-06","Electra Moto 1 - 2016","Cruisers Bicycles","Santa Cruz Bikes","Fabiola Jackson","1","529.99"
60,"Joesph Delacruz","Atwater","CA","2016-02-06","Trek Fuel EX 8 29 - 2016","Mountain Bikes","Santa Cruz Bikes","Fabiola Jackson","1","2899.99"
60,"Joesph Delacruz","Atwater","CA","2016-02-06","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Santa Cruz Bikes","Genna Serrano","1","269.99"
60,"Joesph Delacruz","Atwater","CA","2016-02-06","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano","2","539.98"
60,"Joesph Delacruz","Atwater","CA","2016-02-06","Electra Moto 1 - 2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano","1","529.99"
60,"Joesph Delacruz","Atwater","CA","2016-02-06","Trek Fuel EX 8 29 - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano","1","2899.99"
60,"Joesph Delacruz","Atwater","CA","2016-02-06","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Santa Cruz Bikes","Mireya Copeland","1","269.99"
60,"Joesph Delacruz","Atwater","CA","2016-02-06","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland","2","539.98"
60,"Joesph Delacruz","Atwater","CA","2016-02-06","Electra Moto 1 - 2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland","1","529.99"
60,"Joesph Delacruz","Atwater","CA","2016-02-06","Trek Fuel EX 8 29 - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland","1","2899.99"
60,"Joesph Delacruz","Atwater","CA","2016-02-06","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Santa Cruz Bikes","Virgie Wiggins","1","269.99"
60,"Joesph Delacruz","Atwater","CA","2016-02-06","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles","Santa Cruz Bikes","Virgie Wiggins","2","539.98"
60,"Joesph Delacruz","Atwater","CA","2016-02-06","Electra Moto 1 - 2016","Cruisers Bicycles","Santa Cruz Bikes","Virgie Wiggins","1","529.99"
60,"Joesph Delacruz","Atwater","CA","2016-02-06","Trek Fuel EX 8 29 - 2016","Mountain Bikes","Santa Cruz Bikes","Virgie Wiggins","1","2899.99"
61,"Mark Garrett","Monroe","NY","2016-02-06","Electra Moto 1 - 2016","Cruisers Bicycles","Baldwin Bikes","Jannette David","2","1059.98"
61,"Mark Garrett","Monroe","NY","2016-02-06","Electra Townie Original 7D - 2015/2016","Comfort Bicycles","Baldwin Bikes","Jannette David","1","499.99"
61,"Mark Garrett","Monroe","NY","2016-02-06","Heller Shagamaw Frame - 2016","Mountain Bikes","Baldwin Bikes","Jannette David","2","2641.98"
61,"Mark Garrett","Monroe","NY","2016-02-06","Electra Moto 1 - 2016","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer","2","1059.98"
61,"Mark Garrett","Monroe","NY","2016-02-06","Electra Townie Original 7D - 2015/2016","Comfort Bicycles","Baldwin Bikes","Marcelene Boyer","1","499.99"
61,"Mark Garrett","Monroe","NY","2016-02-06","Heller Shagamaw Frame - 2016","Mountain Bikes","Baldwin Bikes","Marcelene Boyer","2","2641.98"
61,"Mark Garrett","Monroe","NY","2016-02-06","Electra Moto 1 - 2016","Cruisers Bicycles","Baldwin Bikes","Venita Daniel","2","1059.98"
61,"Mark Garrett","Monroe","NY","2016-02-06","Electra Townie Original 7D - 2015/2016","Comfort Bicycles","Baldwin Bikes","Venita Daniel","1","499.99"
61,"Mark Garrett","Monroe","NY","2016-02-06","Heller Shagamaw Frame - 2016","Mountain Bikes","Baldwin Bikes","Venita Daniel","2","2641.98"
62,"Denis Logan","Ridgecrest","CA","2016-02-07","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Santa Cruz Bikes","Fabiola Jackson","2","539.98"
62,"Denis Logan","Ridgecrest","CA","2016-02-07","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles","Santa Cruz Bikes","Fabiola Jackson","1","269.99"
62,"Denis Logan","Ridgecrest","CA","2016-02-07","Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Fabiola Jackson","2","3599.98"
62,"Denis Logan","Ridgecrest","CA","2016-02-07","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Santa Cruz Bikes","Genna Serrano","2","539.98"
62,"Denis Logan","Ridgecrest","CA","2016-02-07","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano","1","269.99"
62,"Denis Logan","Ridgecrest","CA","2016-02-07","Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano","2","3599.98"
62,"Denis Logan","Ridgecrest","CA","2016-02-07","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Santa Cruz Bikes","Mireya Copeland","2","539.98"
62,"Denis Logan","Ridgecrest","CA","2016-02-07","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland","1","269.99"
62,"Denis Logan","Ridgecrest","CA","2016-02-07","Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland","2","3599.98"
62,"Denis Logan","Ridgecrest","CA","2016-02-07","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Santa Cruz Bikes","Virgie Wiggins","2","539.98"
62,"Denis Logan","Ridgecrest","CA","2016-02-07","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles","Santa Cruz Bikes","Virgie Wiggins","1","269.99"
62,"Denis Logan","Ridgecrest","CA","2016-02-07","Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Virgie Wiggins","2","3599.98"
63,"Dann Huff","Huntington Station","NY","2016-02-07","Electra Townie Original 7D - 2015/2016","Comfort Bicycles","Baldwin Bikes","Jannette David","2","999.98"
63,"Dann Huff","Huntington Station","NY","2016-02-07","Pure Cycles William 3-Speed - 2016","Cruisers Bicycles","Baldwin Bikes","Jannette David","2","898.00"
63,"Dann Huff","Huntington Station","NY","2016-02-07","Surly Wednesday Frameset - 2016","Mountain Bikes","Baldwin Bikes","Jannette David","1","999.99"
63,"Dann Huff","Huntington Station","NY","2016-02-07","Electra Townie Original 7D - 2015/2016","Comfort Bicycles","Baldwin Bikes","Marcelene Boyer","2","999.98"
63,"Dann Huff","Huntington Station","NY","2016-02-07","Pure Cycles William 3-Speed - 2016","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer","2","898.00"
63,"Dann Huff","Huntington Station","NY","2016-02-07","Surly Wednesday Frameset - 2016","Mountain Bikes","Baldwin Bikes","Marcelene Boyer","1","999.99"
63,"Dann Huff","Huntington Station","NY","2016-02-07","Electra Townie Original 7D - 2015/2016","Comfort Bicycles","Baldwin Bikes","Venita Daniel","2","999.98"
63,"Dann Huff","Huntington Station","NY","2016-02-07","Pure Cycles William 3-Speed - 2016","Cruisers Bicycles","Baldwin Bikes","Venita Daniel","2","898.00"
63,"Dann Huff","Huntington Station","NY","2016-02-07","Surly Wednesday Frameset - 2016","Mountain Bikes","Baldwin Bikes","Venita Daniel","1","999.99"
64,"Corine Stuart","Clifton Park","NY","2016-02-07","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Baldwin Bikes","Jannette David","2","539.98"
64,"Corine Stuart","Clifton Park","NY","2016-02-07","Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Baldwin Bikes","Jannette David","2","599.98"
64,"Corine Stuart","Clifton Park","NY","2016-02-07","Electra Townie Original 21D - 2016","Comfort Bicycles","Baldwin Bikes","Jannette David","2","1099.98"
64,"Corine Stuart","Clifton Park","NY","2016-02-07","Electra Townie Original 7D - 2015/2016","Comfort Bicycles","Baldwin Bikes","Jannette David","2","999.98"
64,"Corine Stuart","Clifton Park","NY","2016-02-07","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Baldwin Bikes","Marcelene Boyer","2","539.98"
64,"Corine Stuart","Clifton Park","NY","2016-02-07","Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Baldwin Bikes","Marcelene Boyer","2","599.98"
64,"Corine Stuart","Clifton Park","NY","2016-02-07","Electra Townie Original 21D - 2016","Comfort Bicycles","Baldwin Bikes","Marcelene Boyer","2","1099.98"
64,"Corine Stuart","Clifton Park","NY","2016-02-07","Electra Townie Original 7D - 2015/2016","Comfort Bicycles","Baldwin Bikes","Marcelene Boyer","2","999.98"
64,"Corine Stuart","Clifton Park","NY","2016-02-07","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Baldwin Bikes","Venita Daniel","2","539.98"
64,"Corine Stuart","Clifton Park","NY","2016-02-07","Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Baldwin Bikes","Venita Daniel","2","599.98"
64,"Corine Stuart","Clifton Park","NY","2016-02-07","Electra Townie Original 21D - 2016","Comfort Bicycles","Baldwin Bikes","Venita Daniel","2","1099.98"
64,"Corine Stuart","Clifton Park","NY","2016-02-07","Electra Townie Original 7D - 2015/2016","Comfort Bicycles","Baldwin Bikes","Venita Daniel","2","999.98"
65,"Serafina Clemons","Shirley","NY","2016-02-08","Electra Townie Original 21D - 2016","Cruisers Bicycles","Baldwin Bikes","Jannette David","1","549.99"
65,"Serafina Clemons","Shirley","NY","2016-02-08","Electra Townie Original 21D - 2016","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer","1","549.99"
65,"Serafina Clemons","Shirley","NY","2016-02-08","Electra Townie Original 21D - 2016","Cruisers Bicycles","Baldwin Bikes","Venita Daniel","1","549.99"
66,"Susannah Fields","Far Rockaway","NY","2016-02-09","Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Baldwin Bikes","Jannette David","1","299.99"
66,"Susannah Fields","Far Rockaway","NY","2016-02-09","Electra Townie Original 21D - 2016","Cruisers Bicycles","Baldwin Bikes","Jannette David","1","549.99"
66,"Susannah Fields","Far Rockaway","NY","2016-02-09","Ritchey Timberwolf Frameset - 2016","Mountain Bikes","Baldwin Bikes","Jannette David","1","749.99"
66,"Susannah Fields","Far Rockaway","NY","2016-02-09","Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Baldwin Bikes","Marcelene Boyer","1","299.99"
66,"Susannah Fields","Far Rockaway","NY","2016-02-09","Electra Townie Original 21D - 2016","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer","1","549.99"
66,"Susannah Fields","Far Rockaway","NY","2016-02-09","Ritchey Timberwolf Frameset - 2016","Mountain Bikes","Baldwin Bikes","Marcelene Boyer","1","749.99"
66,"Susannah Fields","Far Rockaway","NY","2016-02-09","Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Baldwin Bikes","Venita Daniel","1","299.99"
66,"Susannah Fields","Far Rockaway","NY","2016-02-09","Electra Townie Original 21D - 2016","Cruisers Bicycles","Baldwin Bikes","Venita Daniel","1","549.99"
66,"Susannah Fields","Far Rockaway","NY","2016-02-09","Ritchey Timberwolf Frameset - 2016","Mountain Bikes","Baldwin Bikes","Venita Daniel","1","749.99"
67,"Lazaro Moran","Sugar Land","TX","2016-02-09","Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles","Rowlett Bikes","Bernardine Houston","1","269.99"
67,"Lazaro Moran","Sugar Land","TX","2016-02-09","Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Rowlett Bikes","Bernardine Houston","2","599.98"
67,"Lazaro Moran","Sugar Land","TX","2016-02-09","Electra Townie Original 21D - 2016","Cruisers Bicycles","Rowlett Bikes","Bernardine Houston","2","1099.98"
67,"Lazaro Moran","Sugar Land","TX","2016-02-09","Heller Shagamaw Frame - 2016","Mountain Bikes","Rowlett Bikes","Bernardine Houston","2","2641.98"
67,"Lazaro Moran","Sugar Land","TX","2016-02-09","Pure Cycles William 3-Speed - 2016","Cruisers Bicycles","Rowlett Bikes","Bernardine Houston","1","449.00"
67,"Lazaro Moran","Sugar Land","TX","2016-02-09","Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles","Rowlett Bikes","Kali Vargas","1","269.99"
67,"Lazaro Moran","Sugar Land","TX","2016-02-09","Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Rowlett Bikes","Kali Vargas","2","599.98"
67,"Lazaro Moran","Sugar Land","TX","2016-02-09","Electra Townie Original 21D - 2016","Cruisers Bicycles","Rowlett Bikes","Kali Vargas","2","1099.98"
67,"Lazaro Moran","Sugar Land","TX","2016-02-09","Heller Shagamaw Frame - 2016","Mountain Bikes","Rowlett Bikes","Kali Vargas","2","2641.98"
67,"Lazaro Moran","Sugar Land","TX","2016-02-09","Pure Cycles William 3-Speed - 2016","Cruisers Bicycles","Rowlett Bikes","Kali Vargas","1","449.00"
67,"Lazaro Moran","Sugar Land","TX","2016-02-09","Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles","Rowlett Bikes","Layla Terrell","1","269.99"
67,"Lazaro Moran","Sugar Land","TX","2016-02-09","Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Rowlett Bikes","Layla Terrell","2","599.98"
67,"Lazaro Moran","Sugar Land","TX","2016-02-09","Electra Townie Original 21D - 2016","Cruisers Bicycles","Rowlett Bikes","Layla Terrell","2","1099.98"
67,"Lazaro Moran","Sugar Land","TX","2016-02-09","Heller Shagamaw Frame - 2016","Mountain Bikes","Rowlett Bikes","Layla Terrell","2","2641.98"
67,"Lazaro Moran","Sugar Land","TX","2016-02-09","Pure Cycles William 3-Speed - 2016","Cruisers Bicycles","Rowlett Bikes","Layla Terrell","1","449.00"
68,"Kristen Alvarez","Bronx","NY","2016-02-10","Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles","Baldwin Bikes","Jannette David","2","539.98"
68,"Kristen Alvarez","Bronx","NY","2016-02-10","Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Baldwin Bikes","Jannette David","1","429.00"
68,"Kristen Alvarez","Bronx","NY","2016-02-10","Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer","2","539.98"
68,"Kristen Alvarez","Bronx","NY","2016-02-10","Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer","1","429.00"
68,"Kristen Alvarez","Bronx","NY","2016-02-10","Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles","Baldwin Bikes","Venita Daniel","2","539.98"
68,"Kristen Alvarez","Bronx","NY","2016-02-10","Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Baldwin Bikes","Venita Daniel","1","429.00"
69,"Ophelia Decker","New Windsor","NY","2016-02-10","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Baldwin Bikes","Jannette David","2","539.98"
69,"Ophelia Decker","New Windsor","NY","2016-02-10","Heller Shagamaw Frame - 2016","Mountain Bikes","Baldwin Bikes","Jannette David","1","1320.99"
69,"Ophelia Decker","New Windsor","NY","2016-02-10","Surly Straggler - 2016","Cyclocross Bicycles","Baldwin Bikes","Jannette David","1","1549.00"
69,"Ophelia Decker","New Windsor","NY","2016-02-10","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Baldwin Bikes","Marcelene Boyer","2","539.98"
69,"Ophelia Decker","New Windsor","NY","2016-02-10","Heller Shagamaw Frame - 2016","Mountain Bikes","Baldwin Bikes","Marcelene Boyer","1","1320.99"
